"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT08"
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-07",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-08",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-09",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-10",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-11",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-12",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-13",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-14",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-15",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-16",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-17",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-18",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-19",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-20",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-21",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-22",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-23",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-24",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-25",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-26",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-27",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-02-28",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-02",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-03",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-04",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-05",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-06",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-07",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-10",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-11",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-12",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-13",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-14",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-15",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-16",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-17",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-18",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-19",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-20",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-21",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-22",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-23",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-24",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-25",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-26",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-27",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-28",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-29",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-30",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-03-31",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-02",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-03",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-04",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-05",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-07",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-09",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-10",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-11",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-12",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-13",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-14",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-15",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-16",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-17",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-18",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-19",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-20",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-21",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-22",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-23",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-24",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-25",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-26",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-27",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-28",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-29",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-04-30",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-02",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-03",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-04",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-05",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-06",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-07",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-08",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-19",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-20",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-21",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-22",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-23",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-24",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-25",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-28",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-29",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-30",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-05-31",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-06-01",,,,,,,,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","37.840233","-122.20265","2888.9","2019-06-02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-06",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-07",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-09",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-10",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-11",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-12",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-13",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-14",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-15",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-16",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-17",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-18",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-20",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-21",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-30",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-01-31",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-03",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-04",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-06",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-07",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-10",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-11",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-12",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-13",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-14",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-16",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-17",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-18",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-26",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-27",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-02-28",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-03",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-04",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-06",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-07",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-09",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-10",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-11",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-12",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-20",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-21",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-22",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-23",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-24",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-25",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-26",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-27",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-28",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-03-30",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-01",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-02",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-03",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-04",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-10",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-12",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-16",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-17",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-23",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-04-26",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-05",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-06",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-07",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-08",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-14",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-15",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-16",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-17",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-18",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-19",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-20",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-21",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-22",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-25",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-26",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-28",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-30",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-05-31",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-06-23",,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","37.8552","-122.28923","13.7","2019-06-30",,,,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-01",,"45","50","40",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-02",,"47","54","42",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-03",,"45","53","40",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-04",,"48","56","41",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-05",,"49","52","46",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-06",,"49","54","47",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-07",,"51","56","46",,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","37.5625","-122.4364","327.7","2019-01-08",,"53","55","52",,,,
